route_id,service_id,trip_id,trip_headsign,direction_id,shape_id
301,HABIL-W1,301_0_1147,Ruta 301 - Norte,0,301_107
301,HABIL-W1,301_0_1149,Ruta 301 - Norte,0,301_107
301,HABIL-W1,301_0_1151,Ruta 301 - Norte,0,301_107
301,HABIL-W1,301_0_1153,Ruta 301 - Norte,0,301_107
301,HABIL-W1,301_0_1155,Ruta 301 - Norte,0,301_107
301,HABIL-W1,301_0_1157,Ruta 301 - Norte,0,301_107
301,HABIL-W1,301_0_1159,Ruta 301 - Norte,0,301_107
301,HABIL-W1,301_0_1161,Ruta 301 - Norte,0,301_107
301,HABIL-W1,301_0_1163,Ruta 301 - Norte,0,301_107
301,HABIL-W1,301_0_1165,Ruta 301 - Norte,0,301_107
301,HABIL-W1,301_0_1167,Ruta 301 - Norte,0,301_107
301,HABIL-W1,301_0_1169,Ruta 301 - Norte,0,301_107
301,HABIL-W1,301_0_1171,Ruta 301 - Norte,0,301_107
301,HABIL-W1,301_0_1173,Ruta 301 - Norte,0,301_107
301,HABIL-W1,301_0_1175,Ruta 301 - Norte,0,301_107
301,HABIL-W1,301_0_1177,Ruta 301 - Norte,0,301_107
301,HABIL-W1,301_0_1179,Ruta 301 - Norte,0,301_107
301,HABIL-W1,301_0_1181,Ruta 301 - Norte,0,301_107
301,HABIL-W1,301_0_1183,Ruta 301 - Norte,0,301_107
301,HABIL-W1,301_0_1185,Ruta 301 - Norte,0,301_107
301,HABIL-W1,301_0_1187,Ruta 301 - Norte,0,301_107
301,HABIL-W1,301_0_1189,Ruta 301 - Norte,0,301_107
301,HABIL-W1,301_0_1191,Ruta 301 - Norte,0,301_107
301,HABIL-W1,301_0_1193,Ruta 301 - Norte,0,301_107
301,HABIL-W1,301_0_1195,Ruta 301 - Norte,0,301_107
301,HABIL-W1,301_0_1197,Ruta 301 - Norte,0,301_107
301,HABIL-W1,301_0_1199,Ruta 301 - Norte,0,301_107
301,HABIL-W1,301_0_1201,Ruta 301 - Norte,0,301_107
301,HABIL-W1,301_0_1203,Ruta 301 - Norte,0,301_107
301,HABIL-W1,301_0_1205,Ruta 301 - Norte,0,301_107
301,HABIL-W1,301_0_1207,Ruta 301 - Norte,0,301_107
301,HABIL-W1,301_0_1209,Ruta 301 - Norte,0,301_107
301,HABIL-W1,301_0_1211,Ruta 301 - Norte,0,301_107
301,HABIL-W1,301_0_1213,Ruta 301 - Norte,0,301_107
301,HABIL-W1,301_0_1215,Ruta 301 - Norte,0,301_107
301,HABIL-W1,301_0_1217,Ruta 301 - Norte,0,301_107
301,HABIL-W1,301_0_1219,Ruta 301 - Norte,0,301_107
301,HABIL-W1,301_0_1221,Ruta 301 - Norte,0,301_107
301,HABIL-W1,301_0_1223,Ruta 301 - Norte,0,301_107
301,HABIL-W1,301_0_1225,Ruta 301 - Norte,0,301_107
301,HABIL-W1,301_0_1227,Ruta 301 - Norte,0,301_107
301,HABIL-W1,301_0_1229,Ruta 301 - Norte,0,301_107
301,HABIL-W1,301_0_1231,Ruta 301 - Norte,0,301_107
301,HABIL-W1,301_0_1233,Ruta 301 - Norte,0,301_107
301,HABIL-W1,301_0_1235,Ruta 301 - Norte,0,301_107
301,HABIL-W1,301_0_1237,Ruta 301 - Norte,0,301_107
301,HABIL-W1,301_0_1239,Ruta 301 - Norte,0,301_107
301,HABIL-W1,301_0_1241,Ruta 301 - Norte,0,301_107
301,HABIL-W1,301_0_1243,Ruta 301 - Norte,0,301_107
301,HABIL-W1,301_0_1245,Ruta 301 - Norte,0,301_107
301,HABIL-W1,301_0_1247,Ruta 301 - Norte,0,301_107
301,HABIL-W1,301_0_1249,Ruta 301 - Norte,0,301_107
301,HABIL-W1,301_0_1251,Ruta 301 - Norte,0,301_107
301,HABIL-W1,301_0_1253,Ruta 301 - Norte,0,301_107
301,HABIL-W1,301_0_1255,Ruta 301 - Norte,0,301_107
301,HABIL-W1,301_0_1257,Ruta 301 - Norte,0,301_107
301,HABIL-W1,301_0_1259,Ruta 301 - Norte,0,301_107
301,HABIL-W1,301_0_1261,Ruta 301 - Norte,0,301_107
301,HABIL-W1,301_0_1263,Ruta 301 - Norte,0,301_107
301,HABIL-W1,301_0_1265,Ruta 301 - Norte,0,301_107
301,HABIL-W1,301_0_1267,Ruta 301 - Norte,0,301_107
301,HABIL-W1,301_0_1269,Ruta 301 - Norte,0,301_107
301,HABIL-W1,301_0_1271,Ruta 301 - Norte,0,301_107
301,HABIL-W1,301_0_1273,Ruta 301 - Norte,0,301_107
301,HABIL-W1,301_0_1275,Ruta 301 - Norte,0,301_107
301,HABIL-W1,301_0_1277,Ruta 301 - Norte,0,301_107
301,HABIL-W1,301_0_1279,Ruta 301 - Norte,0,301_107
301,HABIL-W1,301_0_1281,Ruta 301 - Norte,0,301_107
301,HABIL-W1,301_0_1283,Ruta 301 - Norte,0,301_107
301,HABIL-W1,301_0_1285,Ruta 301 - Norte,0,301_107
301,HABIL-W1,301_0_1287,Ruta 301 - Norte,0,301_107
301,HABIL-W1,301_0_1289,Ruta 301 - Norte,0,301_107
301,HABIL-W1,301_0_1291,Ruta 301 - Norte,0,301_107
301,HABIL-W1,301_0_1293,Ruta 301 - Norte,0,301_107
301,HABIL-W1,301_0_1295,Ruta 301 - Norte,0,301_107
301,HABIL-W1,301_0_1297,Ruta 301 - Norte,0,301_107
301,HABIL-W1,301_0_1299,Ruta 301 - Norte,0,301_107
301,HABIL-W1,301_0_1301,Ruta 301 - Norte,0,301_107
301,HABIL-W1,301_0_1303,Ruta 301 - Norte,0,301_107
301,HABIL-W1,301_0_1305,Ruta 301 - Norte,0,301_107
301,HABIL-W1,301_0_1307,Ruta 301 - Norte,0,301_107
301,HABIL-W1,301_0_1309,Ruta 301 - Norte,0,301_107
301,HABIL-W1,301_0_1311,Ruta 301 - Norte,0,301_107
301,HABIL-W1,301_0_1313,Ruta 301 - Norte,0,301_107
301,HABIL-W1,301_0_1315,Ruta 301 - Norte,0,301_107
301,HABIL-W1,301_0_1317,Ruta 301 - Norte,0,301_107
301,HABIL-W1,301_0_1319,Ruta 301 - Norte,0,301_107
301,HABIL-W1,301_0_1321,Ruta 301 - Norte,0,301_107
301,HABIL-W1,301_0_1323,Ruta 301 - Norte,0,301_107
301,HABIL-W1,301_0_1325,Ruta 301 - Norte,0,301_107
301,HABIL-W1,301_0_1327,Ruta 301 - Norte,0,301_107
301,HABIL-W1,301_0_1329,Ruta 301 - Norte,0,301_107
301,HABIL-W1,301_0_1331,Ruta 301 - Norte,0,301_107
301,HABIL-W1,301_0_1333,Ruta 301 - Norte,0,301_107
301,HABIL-W1,301_0_1335,Ruta 301 - Norte,0,301_107
301,HABIL-W1,301_0_1337,Ruta 301 - Norte,0,301_107
301,HABIL-W1,301_0_1339,Ruta 301 - Norte,0,301_107
301,HABIL-W1,301_0_1341,Ruta 301 - Norte,0,301_107
301,HABIL-W1,301_0_1343,Ruta 301 - Norte,0,301_107
301,HABIL-W1,301_0_1345,Ruta 301 - Norte,0,301_107
301,HABIL-W1,301_0_1347,Ruta 301 - Norte,0,301_107
301,HABIL-W1,301_0_1349,Ruta 301 - Norte,0,301_107
301,HABIL-W1,301_0_1351,Ruta 301 - Norte,0,301_107
301,HABIL-W1,301_0_1353,Ruta 301 - Norte,0,301_107
301,HABIL-W1,301_0_1355,Ruta 301 - Norte,0,301_107
301,HABIL-W1,301_0_1357,Ruta 301 - Norte,0,301_107
301,HABIL-W1,301_0_1359,Ruta 301 - Norte,0,301_107
301,HABIL-W1,301_0_1361,Ruta 301 - Norte,0,301_107
301,HABIL-W1,301_0_1363,Ruta 301 - Norte,0,301_107
301,HABIL-W1,301_0_1365,Ruta 301 - Norte,0,301_107
301,HABIL-W1,301_0_1367,Ruta 301 - Norte,0,301_107
301,HABIL-W1,301_0_1369,Ruta 301 - Norte,0,301_107
301,HABIL-W1,301_0_1371,Ruta 301 - Norte,0,301_107
301,HABIL-W1,301_0_1373,Ruta 301 - Norte,0,301_107
301,HABIL-W1,301_0_1375,Ruta 301 - Norte,0,301_107
301,HABIL-W1,301_0_1377,Ruta 301 - Norte,0,301_107
301,HABIL-W1,301_0_1379,Ruta 301 - Norte,0,301_107
301,HABIL-W1,301_0_1381,Ruta 301 - Norte,0,301_107
301,HABIL-W1,301_0_1383,Ruta 301 - Norte,0,301_107
301,HABIL-W1,301_0_1385,Ruta 301 - Norte,0,301_107
301,HABIL-W1,301_0_1387,Ruta 301 - Norte,0,301_107
301,HABIL-W1,301_0_1389,Ruta 301 - Norte,0,301_107
301,HABIL-W1,301_0_1391,Ruta 301 - Norte,0,301_107
301,HABIL-W1,301_0_1393,Ruta 301 - Norte,0,301_107
301,HABIL-W1,301_0_1395,Ruta 301 - Norte,0,301_107
301,HABIL-W1,301_0_1397,Ruta 301 - Norte,0,301_107
301,HABIL-W1,301_0_1399,Ruta 301 - Norte,0,301_107
301,HABIL-W1,301_0_1401,Ruta 301 - Norte,0,301_107
301,HABIL-W1,301_0_1403,Ruta 301 - Norte,0,301_107
301,HABIL-W1,301_0_1405,Ruta 301 - Norte,0,301_107
301,HABIL-W1,301_0_1407,Ruta 301 - Norte,0,301_107
301,HABIL-W1,301_0_1409,Ruta 301 - Norte,0,301_107
301,HABIL-W1,301_0_1411,Ruta 301 - Norte,0,301_107
301,HABIL-W1,301_0_1413,Ruta 301 - Norte,0,301_107
301,HABIL-W1,301_0_1415,Ruta 301 - Norte,0,301_107
301,HABIL-W1,301_0_1417,Ruta 301 - Norte,0,301_107
301,HABIL-W1,301_0_1419,Ruta 301 - Norte,0,301_107
301,HABIL-W1,301_0_1421,Ruta 301 - Norte,0,301_107
301,HABIL-W1,301_0_1423,Ruta 301 - Norte,0,301_107
301,HABIL-W1,301_0_1425,Ruta 301 - Norte,0,301_107
301,HABIL-W1,301_0_1427,Ruta 301 - Norte,0,301_107
301,HABIL-W1,301_0_1429,Ruta 301 - Norte,0,301_107
301,HABIL-W1,301_0_1431,Ruta 301 - Norte,0,301_107
301,HABIL-W1,301_0_1433,Ruta 301 - Norte,0,301_107
301,HABIL-W1,301_0_1435,Ruta 301 - Norte,0,301_107
301,HABIL-W1,301_0_1437,Ruta 301 - Norte,0,301_107
301,HABIL-W1,301_0_1439,Ruta 301 - Norte,0,301_107
301,HABIL-W1,301_0_1441,Ruta 301 - Norte,0,301_107
301,HABIL-W1,301_0_1443,Ruta 301 - Norte,0,301_107
301,HABIL-W1,301_0_1445,Ruta 301 - Norte,0,301_107
301,HABIL-W1,301_0_1447,Ruta 301 - Norte,0,301_107
301,HABIL-W1,301_0_1449,Ruta 301 - Norte,0,301_107
301,HABIL-W1,301_0_1451,Ruta 301 - Norte,0,301_107
301,SAB,301_0_1453,Ruta 301 - Norte,0,301_107
301,SAB,301_0_1455,Ruta 301 - Norte,0,301_107
301,SAB,301_0_1457,Ruta 301 - Norte,0,301_107
301,SAB,301_0_1459,Ruta 301 - Norte,0,301_107
301,SAB,301_0_1461,Ruta 301 - Norte,0,301_107
301,SAB,301_0_1463,Ruta 301 - Norte,0,301_107
301,SAB,301_0_1465,Ruta 301 - Norte,0,301_107
301,SAB,301_0_1467,Ruta 301 - Norte,0,301_107
301,SAB,301_0_1469,Ruta 301 - Norte,0,301_107
301,SAB,301_0_1471,Ruta 301 - Norte,0,301_107
301,SAB,301_0_1473,Ruta 301 - Norte,0,301_107
301,SAB,301_0_1475,Ruta 301 - Norte,0,301_107
301,SAB,301_0_1477,Ruta 301 - Norte,0,301_107
301,SAB,301_0_1479,Ruta 301 - Norte,0,301_107
301,SAB,301_0_1481,Ruta 301 - Norte,0,301_107
301,SAB,301_0_1483,Ruta 301 - Norte,0,301_107
301,SAB,301_0_1485,Ruta 301 - Norte,0,301_107
301,SAB,301_0_1487,Ruta 301 - Norte,0,301_107
301,SAB,301_0_1489,Ruta 301 - Norte,0,301_107
301,SAB,301_0_1491,Ruta 301 - Norte,0,301_107
301,SAB,301_0_1493,Ruta 301 - Norte,0,301_107
301,SAB,301_0_1495,Ruta 301 - Norte,0,301_107
301,SAB,301_0_1497,Ruta 301 - Norte,0,301_107
301,SAB,301_0_1499,Ruta 301 - Norte,0,301_107
301,SAB,301_0_1501,Ruta 301 - Norte,0,301_107
301,SAB,301_0_1503,Ruta 301 - Norte,0,301_107
301,SAB,301_0_1505,Ruta 301 - Norte,0,301_107
301,SAB,301_0_1507,Ruta 301 - Norte,0,301_107
301,SAB,301_0_1509,Ruta 301 - Norte,0,301_107
301,SAB,301_0_1511,Ruta 301 - Norte,0,301_107
301,SAB,301_0_1513,Ruta 301 - Norte,0,301_107
301,SAB,301_0_1515,Ruta 301 - Norte,0,301_107
301,SAB,301_0_1517,Ruta 301 - Norte,0,301_107
301,SAB,301_0_1519,Ruta 301 - Norte,0,301_107
301,SAB,301_0_1521,Ruta 301 - Norte,0,301_107
301,SAB,301_0_1523,Ruta 301 - Norte,0,301_107
301,SAB,301_0_1525,Ruta 301 - Norte,0,301_107
301,SAB,301_0_1527,Ruta 301 - Norte,0,301_107
301,SAB,301_0_1529,Ruta 301 - Norte,0,301_107
301,SAB,301_0_1531,Ruta 301 - Norte,0,301_107
301,SAB,301_0_1533,Ruta 301 - Norte,0,301_107
301,SAB,301_0_1535,Ruta 301 - Norte,0,301_107
301,SAB,301_0_1537,Ruta 301 - Norte,0,301_107
301,SAB,301_0_1539,Ruta 301 - Norte,0,301_107
301,SAB,301_0_1541,Ruta 301 - Norte,0,301_107
301,SAB,301_0_1543,Ruta 301 - Norte,0,301_107
301,SAB,301_0_1545,Ruta 301 - Norte,0,301_107
301,SAB,301_0_1547,Ruta 301 - Norte,0,301_107
301,SAB,301_0_1549,Ruta 301 - Norte,0,301_107
301,SAB,301_0_1551,Ruta 301 - Norte,0,301_107
301,SAB,301_0_1553,Ruta 301 - Norte,0,301_107
301,SAB,301_0_1555,Ruta 301 - Norte,0,301_107
301,SAB,301_0_1557,Ruta 301 - Norte,0,301_107
301,SAB,301_0_1559,Ruta 301 - Norte,0,301_107
301,SAB,301_0_1561,Ruta 301 - Norte,0,301_107
301,SAB,301_0_1563,Ruta 301 - Norte,0,301_107
301,SAB,301_0_1565,Ruta 301 - Norte,0,301_107
301,SAB,301_0_1567,Ruta 301 - Norte,0,301_107
301,SAB,301_0_1569,Ruta 301 - Norte,0,301_107
301,SAB,301_0_1571,Ruta 301 - Norte,0,301_107
301,SAB,301_0_1573,Ruta 301 - Norte,0,301_107
301,SAB,301_0_1575,Ruta 301 - Norte,0,301_107
301,SAB,301_0_1577,Ruta 301 - Norte,0,301_107
301,SAB,301_0_1579,Ruta 301 - Norte,0,301_107
301,SAB,301_0_1581,Ruta 301 - Norte,0,301_107
301,SAB,301_0_1583,Ruta 301 - Norte,0,301_107
301,SAB,301_0_1585,Ruta 301 - Norte,0,301_107
301,SAB,301_0_1587,Ruta 301 - Norte,0,301_107
301,SAB,301_0_1589,Ruta 301 - Norte,0,301_107
301,SAB,301_0_1591,Ruta 301 - Norte,0,301_107
301,SAB,301_0_1593,Ruta 301 - Norte,0,301_107
301,SAB,301_0_1595,Ruta 301 - Norte,0,301_107
301,SAB,301_0_1597,Ruta 301 - Norte,0,301_107
301,SAB,301_0_1599,Ruta 301 - Norte,0,301_107
301,SAB,301_0_1601,Ruta 301 - Norte,0,301_107
301,SAB,301_0_1603,Ruta 301 - Norte,0,301_107
301,SAB,301_0_1605,Ruta 301 - Norte,0,301_107
301,SAB,301_0_1607,Ruta 301 - Norte,0,301_107
301,SAB,301_0_1609,Ruta 301 - Norte,0,301_107
301,SAB,301_0_1611,Ruta 301 - Norte,0,301_107
301,SAB,301_0_1613,Ruta 301 - Norte,0,301_107
301,SAB,301_0_1615,Ruta 301 - Norte,0,301_107
301,SAB,301_0_1617,Ruta 301 - Norte,0,301_107
301,SAB,301_0_1619,Ruta 301 - Norte,0,301_107
301,SAB,301_0_1621,Ruta 301 - Norte,0,301_107
301,SAB,301_0_1623,Ruta 301 - Norte,0,301_107
301,SAB,301_0_1625,Ruta 301 - Norte,0,301_107
301,SAB,301_0_1627,Ruta 301 - Norte,0,301_107
301,SAB,301_0_1629,Ruta 301 - Norte,0,301_107
301,SAB,301_0_1631,Ruta 301 - Norte,0,301_107
301,SAB,301_0_1633,Ruta 301 - Norte,0,301_107
301,SAB,301_0_1635,Ruta 301 - Norte,0,301_107
301,SAB,301_0_1637,Ruta 301 - Norte,0,301_107
301,SAB,301_0_1639,Ruta 301 - Norte,0,301_107
301,SAB,301_0_1641,Ruta 301 - Norte,0,301_107
301,SAB,301_0_1643,Ruta 301 - Norte,0,301_107
301,SAB,301_0_1645,Ruta 301 - Norte,0,301_107
301,SAB,301_0_1647,Ruta 301 - Norte,0,301_107
301,SAB,301_0_1649,Ruta 301 - Norte,0,301_107
301,SAB,301_0_1651,Ruta 301 - Norte,0,301_107
301,SAB,301_0_1653,Ruta 301 - Norte,0,301_107
301,SAB,301_0_1655,Ruta 301 - Norte,0,301_107
301,SAB,301_0_1657,Ruta 301 - Norte,0,301_107
301,SAB,301_0_1659,Ruta 301 - Norte,0,301_107
301,SAB,301_0_1661,Ruta 301 - Norte,0,301_107
301,SAB,301_0_1663,Ruta 301 - Norte,0,301_107
301,SAB,301_0_1665,Ruta 301 - Norte,0,301_107
301,SAB,301_0_1667,Ruta 301 - Norte,0,301_107
301,SAB,301_0_1669,Ruta 301 - Norte,0,301_107
301,SAB,301_0_1671,Ruta 301 - Norte,0,301_107
301,SAB,301_0_1673,Ruta 301 - Norte,0,301_107
301,SAB,301_0_1675,Ruta 301 - Norte,0,301_107
301,SAB,301_0_1677,Ruta 301 - Norte,0,301_107
301,SAB,301_0_1679,Ruta 301 - Norte,0,301_107
301,SAB,301_0_1681,Ruta 301 - Norte,0,301_107
301,SAB,301_0_1683,Ruta 301 - Norte,0,301_107
301,SAB,301_0_1685,Ruta 301 - Norte,0,301_107
301,SAB,301_0_1687,Ruta 301 - Norte,0,301_107
301,SAB,301_0_1689,Ruta 301 - Norte,0,301_107
301,SAB,301_0_1691,Ruta 301 - Norte,0,301_107
301,SAB,301_0_1693,Ruta 301 - Norte,0,301_107
301,SAB,301_0_1695,Ruta 301 - Norte,0,301_107
301,SAB,301_0_1697,Ruta 301 - Norte,0,301_107
301,SAB,301_0_1699,Ruta 301 - Norte,0,301_107
301,SAB,301_0_1701,Ruta 301 - Norte,0,301_107
301,SAB,301_0_1703,Ruta 301 - Norte,0,301_107
301,SAB,301_0_1705,Ruta 301 - Norte,0,301_107
301,SAB,301_0_1707,Ruta 301 - Norte,0,301_107
301,SAB,301_0_1709,Ruta 301 - Norte,0,301_107
301,SAB,301_0_1711,Ruta 301 - Norte,0,301_107
301,SAB,301_0_1713,Ruta 301 - Norte,0,301_107
301,SAB,301_0_1715,Ruta 301 - Norte,0,301_107
301,SAB,301_0_1717,Ruta 301 - Norte,0,301_107
301,SAB,301_0_1719,Ruta 301 - Norte,0,301_107
301,SAB,301_0_1721,Ruta 301 - Norte,0,301_107
301,SAB,301_0_1723,Ruta 301 - Norte,0,301_107
301,SAB,301_0_1725,Ruta 301 - Norte,0,301_107
301,SAB,301_0_1727,Ruta 301 - Norte,0,301_107
301,SAB,301_0_1729,Ruta 301 - Norte,0,301_107
301,SAB,301_0_1731,Ruta 301 - Norte,0,301_107
301,SAB,301_0_1733,Ruta 301 - Norte,0,301_107
301,SAB,301_0_1735,Ruta 301 - Norte,0,301_107
301,SAB,301_0_1737,Ruta 301 - Norte,0,301_107
301,SAB,301_0_1739,Ruta 301 - Norte,0,301_107
301,SAB,301_0_1741,Ruta 301 - Norte,0,301_107
301,SAB,301_0_1743,Ruta 301 - Norte,0,301_107
301,SAB,301_0_1745,Ruta 301 - Norte,0,301_107
301,SAB,301_0_1747,Ruta 301 - Norte,0,301_107
301,SAB,301_0_1749,Ruta 301 - Norte,0,301_107
301,SAB,301_0_1751,Ruta 301 - Norte,0,301_107
301,SAB,301_0_1753,Ruta 301 - Norte,0,301_107
301,SAB,301_0_1755,Ruta 301 - Norte,0,301_107
301,SAB,301_0_1757,Ruta 301 - Norte,0,301_107
301,SAB,301_0_1759,Ruta 301 - Norte,0,301_107
301,SAB,301_0_1761,Ruta 301 - Norte,0,301_107
301,SAB,301_0_1763,Ruta 301 - Norte,0,301_107
301,SAB,301_0_1765,Ruta 301 - Norte,0,301_107
301,SAB,301_0_1767,Ruta 301 - Norte,0,301_107
301,SAB,301_0_1769,Ruta 301 - Norte,0,301_107
301,SAB,301_0_1771,Ruta 301 - Norte,0,301_107
301,SAB,301_0_1773,Ruta 301 - Norte,0,301_107
301,SAB,301_0_1775,Ruta 301 - Norte,0,301_107
301,SAB,301_0_1777,Ruta 301 - Norte,0,301_107
301,SAB,301_0_1779,Ruta 301 - Norte,0,301_107
301,SAB,301_0_1781,Ruta 301 - Norte,0,301_107
301,SAB,301_0_1783,Ruta 301 - Norte,0,301_107
301,SAB,301_0_1785,Ruta 301 - Norte,0,301_107
301,SAB,301_0_1787,Ruta 301 - Norte,0,301_107
301,SAB,301_0_1789,Ruta 301 - Norte,0,301_107
301,SAB,301_0_1791,Ruta 301 - Norte,0,301_107
301,SAB,301_0_1793,Ruta 301 - Norte,0,301_107
301,SAB,301_0_1795,Ruta 301 - Norte,0,301_107
301,SAB,301_0_1797,Ruta 301 - Norte,0,301_107
301,SAB,301_0_1799,Ruta 301 - Norte,0,301_107
301,SAB,301_0_1801,Ruta 301 - Norte,0,301_107
301,SAB,301_0_1803,Ruta 301 - Norte,0,301_107
301,SAB,301_0_1805,Ruta 301 - Norte,0,301_107
301,SAB,301_0_1807,Ruta 301 - Norte,0,301_107
301,SAB,301_0_1809,Ruta 301 - Norte,0,301_107
301,SAB,301_0_1811,Ruta 301 - Norte,0,301_107
301,SAB,301_0_1813,Ruta 301 - Norte,0,301_107
301,SAB,301_0_1815,Ruta 301 - Norte,0,301_107
301,SAB,301_0_1817,Ruta 301 - Norte,0,301_107
301,SAB,301_0_1819,Ruta 301 - Norte,0,301_107
301,SAB,301_0_1821,Ruta 301 - Norte,0,301_107
301,SAB,301_0_1823,Ruta 301 - Norte,0,301_107
301,SAB,301_0_1825,Ruta 301 - Norte,0,301_107
301,SAB,301_0_1827,Ruta 301 - Norte,0,301_107
301,SAB,301_0_1829,Ruta 301 - Norte,0,301_107
301,SAB,301_0_1831,Ruta 301 - Norte,0,301_107
301,SAB,301_0_1833,Ruta 301 - Norte,0,301_107
301,SAB,301_0_1835,Ruta 301 - Norte,0,301_107
301,SAB,301_0_1837,Ruta 301 - Norte,0,301_107
301,SAB,301_0_1839,Ruta 301 - Norte,0,301_107
